"kingdom","phylum","class","order","family","genus","A","B","C"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",-1.95996398454005,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lactonifactor",-1.95996398454005,0,0
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",0,0,0
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",0,0,0
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostocaceae",0,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Lupinus",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Macellibacteroides",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",0,0,-1.95996398454005
"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",0,0,0
"Archaea","Euryarchaeota","Thermoplasmata","E2","Methanomassiliicoccaceae","Methanomassiliicoccus",0,0,0
"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Mitsuokella",0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","Mogibacteriaceae",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","Mogibacterium",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Moryella",-1.95996398454005,0,0
"Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum",1.95996398454005,0,0
"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria",0,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Nicotiana",0,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Ochrobactrum",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter",-1.96859166918659,0,0
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Olsenella",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium",-1.95996398454005,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",1.95996398454005,0,0
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter",0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",-2.83812360591192,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Papillibacter",2.77180764869935,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paraprevotellaceae","Paraprevotella",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paraprevotellaceae","Paraprevotellaceae",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Parvimonas",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcaceae",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Peptoniphilus",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcaceae",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium",1.88079360815125,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Phytophthora",0,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Plantago",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paraprevotellaceae","Prevotella",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Proteocatella",0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus",-2.83812360591192,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Providencia",-2.83812360591192,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pseudobacteroides",2.77180764869935,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Pseudobutyrivibrio",-1.95996398454005,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter_Eubacterium",0,0,0
"Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","RFN20",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",1.95996398454005,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas",0,0,1.95996398454005
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium",2.77180764869935,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae",2.77180764869935,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",-1.95996398454005,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus",-1.95996398454005,0,0
"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7","S24-7",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","SMB53",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Sarcina",0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Scardovia",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Selenomonas",0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",-2.83812360591192,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Shigella",-2.83812360591192,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Shuttleworthia",-1.95996398454005,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Silene",0,0,0
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Slackia",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Sporobacter",2.77180764869935,0,0
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",0,0,0
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",-1.95996398454005,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum",2.77180764869935,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio",0,0,0
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella",0,0,0
"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Synergistes",0,0,0
"Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Trigonala",0,0,0
"Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",-1.95996398454005,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonellaceae",0,0,0
"Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallaceae",0,0,0
"Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallis",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","WAL_1855D",0,0,0
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Weeksellaceae",0,0,0
"Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","cc_115",0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","human",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","ph2",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","rc4-4",0,0,0
"Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales",0,0,0
"Bacteria","Tenericutes","RF3","ML615J-28","unclassified ML615J-28","unclassified ML615J-28",0,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","RF32","unclassified RF32","unclassified RF32",0,0,0
"Bacteria","Tenericutes","Mollicutes","RF39","unclassified RF39","unclassified RF39",0,0,0
"Bacteria","Firmicutes","Clostridia","SHA-98","unclassified SHA-98","unclassified SHA-98",0,0,0
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","unclassified Sphingobacteriales","unclassified Sphingobacteriales",0,0,0
"Bacteria","Cyanobacteria","Chloroplast","Streptophyta","unclassified Streptophyta","unclassified Streptophyta",0,0,0
"Bacteria","Cyanobacteria","4C0d-2","YS2","unclassified YS2","unclassified YS2",0,0,0
"Archaea","Euryarchaeota","Thermoplasmata","E2","Methanomassiliicoccaceae","vadinCA11",0,0,0
